year,technology,capacity_GW_low,capacity_GW_mid,capacity_GW_high,source,scenario,notes,url
2034,interconnectors,,20.6,,NESO_FES_2025,Electric Engagement,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,interconnectors,,12.95,,NESO_FES_2025,Falling Behind,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,interconnectors,,19.4,,NESO_FES_2025,Holistic Transition,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,interconnectors,,16.5,,NESO_FES_2025,Hydrogen Evolution,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,interconnectors,,17.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (12 GW) and 2040 (22 GW). CCC 7CB / NESO Beyond 2030: ~12 GW by 2030 -> 22 GW (2040 interp) -> 28 GW (2050).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2035,interconnectors,16.0,22.0,27.0,NESO_Beyond_2030,Range across NESO Beyond 2030 designs,NESO Beyond 2030 indicates GB interconnector capacity grows from ~8 GW (2024) to a 16-27 GW range by 2035; 29 GW total target for 2036 'maximises consumer benefit'.,https://www.neso.energy/publications/beyond-2030
2035,interconnectors,,20.6,,NESO_FES_2025,Electric Engagement,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,interconnectors,,12.95,,NESO_FES_2025,Falling Behind,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,interconnectors,,19.4,,NESO_FES_2025,Holistic Transition,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,interconnectors,,17.9,,NESO_FES_2025,Hydrogen Evolution,Includes interconnection with all of GB's electrical neighbours. FES 2025 sets a minimum build rate for interconnectors with capacity expansion optimisation from 2031.,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,long_duration_storage,4.0,5.0,6.0,DESNZ_CP30_ActionPlan,"CP30 anchor (2030 value, held at 2031)",Clean Power 2030 Action Plan is a 2030 milestone plan; no native 2031-2035 figures. Row carries the CP30 2030 range forward as a floor for 2031. Range 4-6 GW LDES by 2030 per Clean Power 2030 Action Plan.,https://www.gov.uk/government/publications/clean-power-2030-action-plan
2031,long_duration_storage,,4.21,,NESO_FES_2025,Electric Engagement,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,long_duration_storage,,3.0,,NESO_FES_2025,Falling Behind,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,long_duration_storage,,6.5,,NESO_FES_2025,Holistic Transition,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,long_duration_storage,,3.8,,NESO_FES_2025,Hydrogen Evolution,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,long_duration_storage,,5.66,,NESO_FES_2025,Electric Engagement,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,long_duration_storage,,3.1,,NESO_FES_2025,Falling Behind,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,long_duration_storage,,7.6,,NESO_FES_2025,Holistic Transition,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,long_duration_storage,,4.86,,NESO_FES_2025,Hydrogen Evolution,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,long_duration_storage,,7.46,,NESO_FES_2025,Electric Engagement,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,long_duration_storage,,3.1,,NESO_FES_2025,Falling Behind,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,long_duration_storage,,9.7,,NESO_FES_2025,Holistic Transition,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,long_duration_storage,,6.76,,NESO_FES_2025,Hydrogen Evolution,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,long_duration_storage,,8.08,,NESO_FES_2025,Electric Engagement,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,long_duration_storage,,3.2,,NESO_FES_2025,Falling Behind,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,long_duration_storage,,10.1,,NESO_FES_2025,Holistic Transition,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,long_duration_storage,,7.06,,NESO_FES_2025,Hydrogen Evolution,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,long_duration_storage,,8.58,,NESO_FES_2025,Electric Engagement,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,long_duration_storage,,3.2,,NESO_FES_2025,Falling Behind,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,long_duration_storage,,10.5,,NESO_FES_2025,Holistic Transition,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,long_duration_storage,,7.46,,NESO_FES_2025,Hydrogen Evolution,"Sum of Srg_BB003 (Pumped Hydro) + Srg_BB004 (Other storage). The 'Other' bucket is FES 2025's proxy for emerging LDES technologies (CAES, liquid air, flow batteries).",https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,nuclear,,5.3,,CCC_7CB,Balanced Pathway,"Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (5 GW) and 2040 (8 GW). Nuclear capacity dips by 2030 as AGR fleet retires, then recovers to ~8 GW by 2040 (CCC Balanced Pathway; rises further to ~11 GW by 2050).",https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2031,nuclear,5.0,6.3,6.6,GBN_HPC_Sizewell_RR_SMR_compiled,Project-based bottom-up,"Bottom-up triangulation from project timetables (Hinkley Point C-1/C-2, Sizewell B, AGR retirement schedule, Rolls-Royce SMR grid connection target mid-2030s). Not a single published projection — composed from operator/government statements. Sizewell B (~1.2 GW) + Heysham 2 (~1.2 GW, retired 2030) + Torness (~1.2 GW, retired 2030) + Hinkley Point C unit 1 commissioning (~1.6 GW). High case includes early HPC-2.",https://www.world-nuclear.org/our-association/publications/world-nuclear-outlook-report/united-kingdom---world-nuclear-outlook-report
2031,nuclear,,4.57,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,nuclear,,2.9,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,nuclear,,4.57,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,nuclear,,4.57,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,nuclear,,5.6,,CCC_7CB,Balanced Pathway,"Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (5 GW) and 2040 (8 GW). Nuclear capacity dips by 2030 as AGR fleet retires, then recovers to ~8 GW by 2040 (CCC Balanced Pathway; rises further to ~11 GW by 2050).",https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2032,nuclear,4.0,6.0,6.6,GBN_HPC_Sizewell_RR_SMR_compiled,Project-based bottom-up,"Bottom-up triangulation from project timetables (Hinkley Point C-1/C-2, Sizewell B, AGR retirement schedule, Rolls-Royce SMR grid connection target mid-2030s). Not a single published projection — composed from operator/government statements. Heysham 2 & Torness assumed retired by 2031-32; Sizewell B continues. HPC-1 fully online; HPC-2 commissioning mid-low case.",https://www.world-nuclear.org/our-association/publications/world-nuclear-outlook-report/united-kingdom---world-nuclear-outlook-report
2032,nuclear,,4.57,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,nuclear,,4.57,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,nuclear,,4.57,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,nuclear,,4.57,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,nuclear,,5.9,,CCC_7CB,Balanced Pathway,"Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (5 GW) and 2040 (8 GW). Nuclear capacity dips by 2030 as AGR fleet retires, then recovers to ~8 GW by 2040 (CCC Balanced Pathway; rises further to ~11 GW by 2050).",https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2033,nuclear,3.0,4.4,6.0,GBN_HPC_Sizewell_RR_SMR_compiled,Project-based bottom-up,"Bottom-up triangulation from project timetables (Hinkley Point C-1/C-2, Sizewell B, AGR retirement schedule, Rolls-Royce SMR grid connection target mid-2030s). Not a single published projection — composed from operator/government statements. Mostly Sizewell B + Hinkley Point C-1 (and C-2 ramp in high case).",https://www.world-nuclear.org/our-association/publications/world-nuclear-outlook-report/united-kingdom---world-nuclear-outlook-report
2033,nuclear,,4.57,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,nuclear,,4.57,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,nuclear,,4.57,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,nuclear,,4.57,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,nuclear,,6.2,,CCC_7CB,Balanced Pathway,"Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (5 GW) and 2040 (8 GW). Nuclear capacity dips by 2030 as AGR fleet retires, then recovers to ~8 GW by 2040 (CCC Balanced Pathway; rises further to ~11 GW by 2050).",https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2034,nuclear,3.0,4.6,6.4,GBN_HPC_Sizewell_RR_SMR_compiled,Project-based bottom-up,"Bottom-up triangulation from project timetables (Hinkley Point C-1/C-2, Sizewell B, AGR retirement schedule, Rolls-Royce SMR grid connection target mid-2030s). Not a single published projection — composed from operator/government statements. Sizewell B + both HPC units; high case adds first SMR.",https://www.world-nuclear.org/our-association/publications/world-nuclear-outlook-report/united-kingdom---world-nuclear-outlook-report
2034,nuclear,,5.04,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,nuclear,,4.57,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,nuclear,,5.04,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,nuclear,,5.04,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,nuclear,,6.5,,CCC_7CB,Balanced Pathway,"Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (5 GW) and 2040 (8 GW). Nuclear capacity dips by 2030 as AGR fleet retires, then recovers to ~8 GW by 2040 (CCC Balanced Pathway; rises further to ~11 GW by 2050).",https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2035,nuclear,3.0,4.8,7.0,GBN_HPC_Sizewell_RR_SMR_compiled,Project-based bottom-up,"Bottom-up triangulation from project timetables (Hinkley Point C-1/C-2, Sizewell B, AGR retirement schedule, Rolls-Royce SMR grid connection target mid-2030s). Not a single published projection — composed from operator/government statements. Sizewell B + both HPC units, Sizewell C delayed beyond 2035 in mid case; first Rolls-Royce SMR (~0.5 GW) possible in high case.",https://www.world-nuclear.org/our-association/publications/world-nuclear-outlook-report/united-kingdom---world-nuclear-outlook-report
2035,nuclear,,5.51,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,nuclear,,4.57,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,nuclear,,5.04,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,nuclear,,5.04,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,offshore_wind,,53.8,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (50 GW) and 2040 (88 GW). CCC Balanced Pathway: offshore wind grows ~6x from 15 GW (2023) to 88 GW (2040).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2031,offshore_wind,43.0,46.5,50.0,DESNZ_CP30_ActionPlan,"CP30 anchor (2030 value, held at 2031)",Clean Power 2030 Action Plan is a 2030 milestone plan; no native 2031-2035 figures. Row carries the CP30 2030 range forward as a floor for 2031. Range 43-50 GW by 2030 per Clean Power 2030 Action Plan.,https://www.gov.uk/government/publications/clean-power-2030-action-plan
2031,offshore_wind,,51.07,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,offshore_wind,,45.92,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,offshore_wind,,54.31,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,offshore_wind,,52.82,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,offshore_wind,,57.6,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (50 GW) and 2040 (88 GW). CCC Balanced Pathway: offshore wind grows ~6x from 15 GW (2023) to 88 GW (2040).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2032,offshore_wind,,56.91,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,offshore_wind,,48.5,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,offshore_wind,,64.86,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,offshore_wind,,59.09,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,offshore_wind,,61.4,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (50 GW) and 2040 (88 GW). CCC Balanced Pathway: offshore wind grows ~6x from 15 GW (2023) to 88 GW (2040).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2033,offshore_wind,,62.71,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,offshore_wind,,50.48,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,offshore_wind,,73.84,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,offshore_wind,,62.7,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,offshore_wind,,65.2,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (50 GW) and 2040 (88 GW). CCC Balanced Pathway: offshore wind grows ~6x from 15 GW (2023) to 88 GW (2040).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2034,offshore_wind,,62.71,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,offshore_wind,,52.53,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,offshore_wind,,80.96,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,offshore_wind,,63.1,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,offshore_wind,,69.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (50 GW) and 2040 (88 GW). CCC Balanced Pathway: offshore wind grows ~6x from 15 GW (2023) to 88 GW (2040).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2035,offshore_wind,,67.53,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,offshore_wind,,54.98,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,offshore_wind,,86.27,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,offshore_wind,,77.49,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,onshore_wind,,28.4,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (28 GW) and 2040 (32 GW). CCC Balanced Pathway: onshore wind 'doubles' to 32 GW by 2040 (cited in press summaries).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2031,onshore_wind,27.0,28.0,29.0,DESNZ_CP30_ActionPlan,"CP30 anchor (2030 value, held at 2031)",Clean Power 2030 Action Plan is a 2030 milestone plan; no native 2031-2035 figures. Row carries the CP30 2030 range forward as a floor for 2031. Range 27-29 GW by 2030 per Clean Power 2030 Action Plan.,https://www.gov.uk/government/publications/clean-power-2030-action-plan
2031,onshore_wind,,31.87,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,onshore_wind,,23.73,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,onshore_wind,,32.81,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,onshore_wind,,30.79,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,onshore_wind,,28.8,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (28 GW) and 2040 (32 GW). CCC Balanced Pathway: onshore wind 'doubles' to 32 GW by 2040 (cited in press summaries).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2032,onshore_wind,,34.39,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,onshore_wind,,28.26,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,onshore_wind,,34.42,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,onshore_wind,,32.86,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,onshore_wind,,29.2,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (28 GW) and 2040 (32 GW). CCC Balanced Pathway: onshore wind 'doubles' to 32 GW by 2040 (cited in press summaries).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2033,onshore_wind,,35.93,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,onshore_wind,,30.35,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,onshore_wind,,35.49,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,onshore_wind,,33.97,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,onshore_wind,,29.6,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (28 GW) and 2040 (32 GW). CCC Balanced Pathway: onshore wind 'doubles' to 32 GW by 2040 (cited in press summaries).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2034,onshore_wind,,37.01,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,onshore_wind,,31.36,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,onshore_wind,,36.58,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,onshore_wind,,34.7,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,onshore_wind,,30.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (28 GW) and 2040 (32 GW). CCC Balanced Pathway: onshore wind 'doubles' to 32 GW by 2040 (cited in press summaries).,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2035,onshore_wind,,38.58,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,onshore_wind,,31.89,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,onshore_wind,,38.36,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,onshore_wind,,35.81,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,solar_pv,,50.5,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (47 GW) and 2040 (82 GW). CCC Balanced Pathway: solar 'increases to 82 GW by 2040'.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
